dict_id,kata_asal,c_has_pair,c_kalimat_asal,c_kalimat_tujuan,best_a_kalimat_asal,best_a_kalimat_tujuan,match_strict,match_normalized,match_fuzzy,best_asal_fuzzy_score,best_tuj_fuzzy_score,concatenation_candidate,outcome
89,asuprok,True,kendat asuprok se ketong,adik sedang jongkok,kendat asuprok se ketong,adik sedang jongkok,True,True,True,1.0,1.0,False,TP
89,asyu,True,ai asyu ramene araong,bapak pergi ke ladang,ai asyu ramene araong,bapak pergi ke ladang,True,True,True,1.0,1.0,False,TP
89,asyu,True,kat tap kayetne asyu ketru,saya berdiri di jalan,kat tap kayetne asyu ketru,saya berdiri di jalan,True,True,True,1.0,1.0,False,TP
89,asyu-asyu,True,asyu-asyu yapma mamnale,banyak laba-laba di rumah,asyu-asyu yapma mamnale,banyak laba-laba di rumah,True,True,True,1.0,1.0,False,TP
89,asyubara,True,kame asyubara nim nggetrum,kami istirahat di dangau,kame asyubara nim nggetrum,kami istirahat di dangau,True,True,True,1.0,1.0,False,TP
89,asyuk pegu,True,agha asyuk pegu tawop,kelakuan kakak baik,agha asyuk pegu tawop,kelakuan kakak baik,True,True,True,1.0,1.0,False,TP
89,asyukemvali syoli,True,asyukemvali syoli simia nak kwali ong,petani itu menanam ubi,asukemvali syoli simia nak kwali ong,petani itu menanam ubi,False,False,True,0.848,1.0,False,FN
89,asyuse,True,nemot di asyuse kong ne tong,mereka mendirikan tiang,nemot di asyuse kong ne tong,mereka mendirikan tiang,True,True,True,1.0,1.0,False,TP
89,ati,True,nemot kmuk ati mama srik,mereka mengambil sagu di hutan,nemot kmuk ati mama srik,mereka mengambil sagu di hutan,True,True,True,1.0,1.0,False,TP
89,ati,True,nja baik ati tung,ibu menjumput garam,nja baik ati tung,ibu menjumput garam; sin. syum,False,False,False,1.0,0.607,False,FN
89,ati,True,nja kemba ati matrung,ibu membawa tas,nja kemba ati matrung,ibu membawa tas,True,True,True,1.0,1.0,False,TP
89,ati,True,nja amblei te kendat ati matrum,ibu memberi keladi pada adik,nja amblei te kendat ati matrum,ibu memberi keladi pada adik,True,True,True,1.0,1.0,False,TP
89,ati,True,kendat abla karung kmuk meja bose ati ong,adik berusaha mencapai kue di lemari,kendat abla karung kmuk meja bose ati ong,adik berusaha mencapai kue di lemari,True,True,True,1.0,1.0,False,TP
