dict_id,kata_asal,c_has_pair,c_kalimat_asal,c_kalimat_tujuan,best_a_kalimat_asal,best_a_kalimat_tujuan,match_strict,match_normalized,match_fuzzy,best_asal_fuzzy_score,best_tuj_fuzzy_score,concatenation_candidate,outcome
71,efa,True,Rafa diefa,Rafa digendong,Rafa di efa,Rafa digendong,False,False,False,0.545,1.0,False,FN
71,el.long,True,mageno ellongna,Lehernya pakai kalung,mageno ellongna,lehernya pakai kalung,False,True,True,1.0,1.0,False,TP
71,ele',True,ele'ni faseddnno,bangun tidur sudah pagi,ele ni faseddnno,bangun tidur sudah pagi,False,False,False,0.647,1.0,False,FN
71,elong,True,makesing elongna,menyanyinya bagus,makesing elongna,menyanyinya bagus,True,True,True,1.0,1.0,False,TP
71,em.mê,True,emmêki faburana,telan obatnya,emmĕ kiasan faburana,telan obatnya,False,False,False,0.348,1.0,False,FN
71,empere,True,i Roni tudangngi di empereke,Roni sedang duduk di serambi,i Roni tudangngi di empere’ke,Roni sedang duduk di serambi,False,False,True,0.828,1.0,False,FN
71,ep.pa',True,i Bado eppa ana na,si Bado punya empat anak,i Bado eppa ana na,si Bado punya empat anak,True,True,True,1.0,1.0,False,TP
71,ep.po,True,mamesang ruane eppona,cucunya laki-laki semua,mamesang ruane eppona,cucunya laki-laki semua,True,True,True,1.0,1.0,False,TP
71,es.so',True,esso fi naengka,siang baru datang,esso fi naengka,siang baru datang,True,True,True,1.0,1.0,False,TP
71,es.so',True,essoe addi narehe,hari ini dia pulang,essoe addi narehe,hari ini dia pulang,True,True,True,1.0,1.0,False,TP
71,esso' eddi,True,esso' eddi liburu,hari ini adalah hari libur,eddi hari ini liburu,hari ini adalah hari libur,False,False,False,0.375,1.0,False,FN
71,ke.le',True,nappai kele' faseddingni,masih pagi buta sudah bangun tidur,nappai kele faseddingni,masih pagi buta sudah bangun tidur,False,False,True,0.792,1.0,False,FN
71,efa,True,Rafa digendong,Rafa di--,Rafa di efa,Rafa digendong,False,False,False,0.312,0.357,False,FN
71,ele’,True,bangun tidur sudah pagi,"faseddnno,",i Budi mangngasai banci-banci,Budi sedang mengasah kapak,False,False,False,0.048,0.033,True,FN
71,ele’,True,-,-,,,False,False,False,0.0,0.0,False,FN
71,ellong,True,lehernya pakai kalung,mageno --na,"karameng na nakena fiso, ibu njarinya yang kena pisau; karameng","jari datu n jari tengah; karameng jari geno n jari manis; karameng mapakai syicing , jari manis memakai cincin",False,False,False,0.062,0.04,True,FN
71,elong,True,menyanyinya bagus,makesing--na,"jurina -- adele , jurinya tidak adil; dena ma.huta tidak buta; -- adele matana",", matanya tidak buta; dena masiri tidak malu:dena- makebbu asolang, tidak membuat kesalahan",False,False,False,0.045,0.038,True,FN
71,emmĕ,True,telan obatnya,ki faburana,materang langike,langit terang,False,False,False,0.043,0.056,False,FN
71,empere,True,Roni sedang duduk di serambi,i Roni tudangngi di --’ke,i Roni tudangngi di empere’ke,Roni sedang duduk di serambi,False,False,False,0.159,0.175,False,FN
71,enenge,True,-,-,,,False,False,False,0.0,0.0,False,FN
71,enepulona,True,-,-,,,False,False,False,0.0,0.0,False,FN
71,eppake,True,-,-,,,False,False,False,0.0,0.0,False,FN
71,eppa’,True,si Bado punya empat anak,i Bado eppa' ana na,i Bado eppa ana na,si Bado punya empat anak,False,False,False,0.226,0.219,False,FN
71,eppo,True,cucunya laki-laki semua,mamesang ruane--na,iya pa lao,saya yang pergi,False,False,False,0.125,0.074,False,FN
71,esso',True,siang baru datang,esso' fi naengka,boro matana,matanya bengkak,False,False,False,0.095,0.125,False,FN
71,esso',True,hari ini dia pulang,esso'e addi narehe,maega ariseng di ellongna,banyak kurap di lehernya,False,False,False,0.053,0.057,False,FN
71,esso’eddi,True,hari ini adalah hari libur,~ liburu,eddi hari ini liburu,hari ini adalah hari libur,False,False,False,0.5,0.174,True,FN
71,ke.le’,True,masih pagi buta sudah bangun tidur,nappai-- faseddingni,lehuki i Budi di –ke,Roni sedang berbaring di kasur,False,False,False,0.043,0.047,False,FN
71,aju,True,mannasu mappake,masak memakai kayu,mannasu mappake aju,masak memakai kayu,False,False,True,0.765,1.0,False,FN
71,alu,True,i ne’ mannampu’ki age mappake,nenek menumbuk padi memakai alu,i ne’ mannampu’ki age mappake alu.,nenek menumbuk padi memakai alu,False,False,True,0.867,1.0,False,FN
71,fammeng,True,maega nafoleang fammenge,banyak ikan didapat nelayan itu,maega nafoleang fammenge,banyak ikan didapat nelayan itu,True,True,True,1.0,1.0,False,TP
71,fammuttu,True,i Roni majjenno bale di fammuttue,Roni menggoreng ikan di wajan,i Roni majjenno bale di fammuttue,Roni menggoreng ikan di wajan,True,True,True,1.0,1.0,False,TP
71,fance,True,fonginge aro ma fance,pohon itu rendah,fonginge aro ma f fance,pohon itu rendah,False,False,True,0.905,1.0,False,FN
