dict_id,kata_asal,c_has_pair,a_has_pair,c_kalimat_asal,a_kalimat_asal,c_kalimat_tujuan,a_kalimat_tujuan,match_asal_strict,match_asal_normalized,match_asal_fuzzy,match_asal_fuzzy_score,match_tujuan_strict,match_tujuan_normalized,match_tujuan_fuzzy,match_tujuan_fuzzy_score,concatenation_candidate,outcome
68,aaddoaa,True,False,Aaddoaa su medda wiakka ua!,,Letakkan makanan itu di meja!,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aadduanna,True,False,I tou tawe nasau buan aadduanna su hatine,,Ia tidak marah walaupun diludahi wajahnya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aaggahhanna,True,False,Taiyakki tuariu indi aaggahhanna mappiapia,,Tangan adik sedang dipegang oleh saya erat-erat,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aaggahhante,True,False,ate ledane aaggahhante?,,Apakah kakinya sudah dipegang?,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aaggasanni,True,False,Darotongngu riamaata aaggasanni huru ndiamaatta,,Harta benda jemaat gereja dipegang oleh guru jemaat,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aaggasannu,True,False,Darotongngu aaggasannu taumata aapangimananna,,Harta benda jemaat dipegang oleh orang yang dipercayai,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,addoaa,True,False,Indi ama wua niwati addoaa su woboa,,Kasur yang baru dijemur letakkan di kamar,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,addoaa,True,False,Roitta nianggilli yamangngu addoaa su patoa,,Uang yang ayah berikan simpan di kantong,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,addu,True,False,Manga timmadde nallewa addu ne nipangngu tawe mamala ndroa mabbale,,Para orang tua seolah menjilat ludahnya sendiri jika tidak mengizinkan anak-anak bermain bola,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aggahha,True,False,Aggahha liman tuarrinu!,,Pegang tangan adikmu!,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aggahhangku,True,False,Tatummainna indite aggahhangku,,Tongkatnya sudah aku pegang,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aggahhanni,True,False,Suratta ua aggahhanni tou su lempanganni tou mialo-mialo,,"Kemanapun dia pergi, surat itu dia pegang",,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aggahhannu,True,False,"Buatte ni paatta, tue ua tae aggahhannu",,"Sudah selesai digunakan, tetapi sendoknya",,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aggahhante,True,False,Limane aggahhante arawe itou tae mabbinsolokka,,Tangannya sudah dipegang tetapi dia tetap meronta-ronta,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aggassa,True,False,aggassa liman tuarrinu!,,pegang tangan adikmu!,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangaddo,True,False,Iyau inai mangaddo ndoitta su wale asue,,Saya akan menyimpan uang dahulu di rumah,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangaddu,True,False,I yau iani mangaddu,,Saya mau meludah,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangaggahha,True,False,I yau mangaggahha limane,,Saya yang pegang tangannya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangngaddo,True,False,I mama mangngaddo n sinangngo su lamari,,Ibu sedang menyimpan makanan di lemari,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangngaddu,True,False,I tou mangngaddu,,Ia sedang meludah,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangngaggahha,True,False,"Paellegga, indi i yau mangngaggahha limane",,"Lihatlah, saya sedang memegang tangannya",,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,naiaggahha,True,False,Inene naiaggahha si omma tuttumbe salukka,,Nenek minta dituntun oleh paman untuk menyeberang sungai,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangaddo,True,False,Isai nangaddo tabbao su ayananna?,,Siapa yang meletakkan tembakau di tempat duduk?,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangaddu,True,False,Taumata wagansinangngone nangaddu su saruannu tembonanne,,"Orang itu tidak tahu tatakrama, meludah di depan pejabat",,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangaggahha,True,False,I yau suete nangaggahha limane,,Saya sudah menjabat tangannya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niaddo,True,False,Araposa u niaddo suapa?,,Topi saya diletakkan di mana?,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niadduanna,True,False,I yassa niadduanna mai,,"Kasihan, dia diludahi",,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niaggahhi,True,False,Lima u niaggahhi papa,,Tanganku dipegang oleh ayah,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niaggahhu,True,False,Pua u niaggahhu presidenna,,Kepalaku dipegang oleh presiden,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niapaaddo,True,False,Roiu niapaaddo si o anu o anggila ci mama,,Uang yang saya suruh kamu simpan tolong diambil dan serahkan kepada ibu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niapaaddu,True,False,Itete niapaaddu wakkute ua niapawisara,,Kakek disuruh meludahkan pinang baru boleh berbicara,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niapaaggahha,True,False,Roitta wurru wulawanna niapaaggahha su tuari u wawine,,Uang dan emas disuruh pegang oleh adik perempuan],,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,paiaggahha,True,False,Tuari paiaggahha siaangngu,,Adik minta dipegang sama kakak,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,pangaggahha,True,False,Su amatanna pangaggahha tantiro Mawu,,"Di perjalanan saat merantau, peganglah firman Tuhan",,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,papaaddoaa,True,False,Laubbi papa wakku niwallianna papaaddoaa si mamanu,,Baju ayah yang baru dibeli minta disimpan ibu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,papaadduaa,True,False,Ipapa papaadduaa su lima anasee pulung galele aaggasanna mapia,,Ayah meludahi telapak tangannya sebelum ia memegang parang agar erat pegangannya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,uaaaddu,True,False,Elle wowa pulunna rarua uaaaddu!,,Lihat kedua cucumu saling meludahi!,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,uaaaggahha,True,False,Iyaha rua tatuari wuahhu hiola naoma mbale uaaaggahha,,Lima kakak-beradik itu sejak keluar sekolah sampai di rumah saling berpegangan tangan,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,uaaggahha,True,False,Isai uaaggahha roittu awadaalla?,,Siapa yang memegang uang warga?,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,yappaaddo,True,False,Araposa I yappaaddo mpapa su woboa ntou,,Topi ini ayah suruh simpan di kamarnya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,yappaaggahha,True,False,Darorongngu timmadde roittu awadaalla yappaaggahha si nora,,Sesuai permintaan para tetua uang warga diminta istri guru yang memegang,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aaggassalima,True,False,Indi roitta marasutta aaggassalima lima suandeangngu anai turangngu.,,uang seratus ribu rupiah ini sebagai buah tangan untuk anak saudaramu yang berpesta,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aahe,True,False,"i tou mai, namile aahe marruala",,dia memilih ajakan anak gadis,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aahei,True,False,aahei ude tuarinu,,ajaklah adikmu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aahutan,True,False,Mangga sambau aahutan gngu sire tallu.,,Sebutir mangga dimakan bersama oleh tiga orang dengan mengeratnya secara bergiliran,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aahutta,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aai,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahe,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahe,True,False,ahe nu poite mammanara,,orang yang kau ajak sudah bekerja,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahhanna,True,False,Ahhanni hai poi hu tatul᷊iangku,,siapa yang ada di tempat sampanku?,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahi,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahian,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahiangnga,True,False,yami taumata ahiangnga,,kami orang miskin,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahianna,True,False,peddettu ahianna rarua parrala piane,,pakaian kedua pengantin sangat indah,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahidda,True,False,ariewe paabuliane ahidi papa inawa tumondo,,jangan lupa perlengkapan ayah melaut,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahingnga,True,False,panganu watuline papaolaaa ahingnga,,ambil kayu eboni (kayu hitam) buatkan gasing,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aho,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahonggo,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahonggola,True,False,ahonggala sai ude?,,pemberian siapakah itu?,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ahutta,True,False,Isai nangahutta mangga u?,,siapa yang mengerat manggaku,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ai,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,ai,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aian,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aianna,True,False,"aianna asue, wakkute ude panassu ngkamatanna.",,Duduk dahulu baru lanjutkan perjalanan,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aita,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,aita,True,False,Arie pa′pakeng aitta,,Jangan pakai kait atau gancu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,maionggo,True,False,ipapa maionggo u araposa,,ayah minta diberi topi,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangaggassa,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangahe,True,False,i yami mangahe si papa huru,,kami mau mengajak pak guru,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangahutta,True,False,Anang-ngu mappulu mangahutta manga.,,Anakmu mau mengerat buah manga,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangai,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,manggahu,True,False,Tuari u apulune manggahu mangga tala iiang,,Adikku makan buah mangga dengan mengeratnya tanpa dikupas dahulu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangngahe,True,False,i papa mangngahe si ya u manu su wailla,,ayah mengajak saya ke kebun,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangngahu,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangngahutta,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangonggo,True,False,iyau mangonggo angngu manu,,saya mau memberi makanan ayam,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,mangonggo,True,False,Inene mangonggo u wusa lahane su manga pulungnge.,,Nenek sedang memberi pisang masak kpd cucu-cucunya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,naionggo,True,False,Anerra mabbawale naionggo u uae si mama.,,Kemarin anak-anak bermain bola dan minta diberi air minum sama ibu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangaggassa,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangahe,True,False,tuarinu nangahe si sai?,,siapa yang diajak adikmu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangahu,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangahutta,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangai,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nangonggo,True,False,Isai nangonggo u roi ci tou?,,Siapa yang memberi uang padanya?,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niaggassa,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niaggassi,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niaggassu,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niaheanna,True,False,i yau wuatte niaheanna,,saya sudah diajak bekerja,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niahutta,True,False,Manggau tatallu niahutta abbi ruam baa.,,Manggaku tiga biji dikerat habis sebelah menyebelah,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niai,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niapaahu,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,niapaonggo,True,False,Roiu niapaonggo I tete si tou.,,Uang itu disuruh oleh kakek agar diberikan kepadanya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,nionggo,True,False,Manuu nionggo ci nene.,,Ayamku diberikan kepada nenek,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
68,paiaggassa,True,False,-,,-,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
